2.225762557983398438e+01 2.176951026916503906e+01 2.100574874877929688e+01 2.161414337158203125e+01 2.091669654846191406e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|1.498939514160156250e+01 1.417228889465332031e+01 1.483979225158691406e+01 1.583932495117187500e+01 1.588922691345214844e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
1.129475879669189453e+01 1.089845752716064453e+01 1.067263603210449219e+01 1.144636249542236328e+01 1.175313091278076172e+01 1.102309322357177734e+01 1.083124637603759766e+01 1.049718666076660156e+01 1.018790340423583984e+01 9.953058242797851562e+00 9.786893844604492188e+00 8.929013252258300781e+00 9.589511871337890625e+00 9.577085494995117188e+00 1.177879333496093750e+01 1.228436565399169922e+01 1.165425300598144531e+01 1.263932228088378906e+01 1.217674827575683594e+01 1.253799724578857422e+01 1.186469364166259766e+01 1.128901958465576172e+01 1.035643672943115234e+01 1.020612525939941406e+01 1.164309215545654297e+01 1.282922363281250000e+01 1.231642913818359375e+01 1.201382827758789062e+01 8.833374023437500000e+00 8.956091880798339844e+00 9.226710319519042969e+00 9.406676292419433594e+00 1.040622234344482422e+01 9.346336364746093750e+00 9.169480323791503906e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|2.686070442199707031e+00 2.673902511596679688e+00 2.263919591903686523e+00 1.932497501373291016e+00 1.542543053627014160e+00 1.638015389442443848e+00 8.907186388969421387e-01 9.726479053497314453e-01 1.212759256362915039e+00 2.054135322570800781e+00 1.649227023124694824e+00 9.817825555801391602e-01 5.421009063720703125e-01 -9.006175398826599121e-02 -9.835848212242126465e-01 -7.759214043617248535e-01 -1.015157923102378845e-01 7.902045845985412598e-01 5.557663440704345703e-01 3.151232302188873291e-01 -6.230135560035705566e-01 -7.825311422348022461e-01 -3.296399712562561035e-01 1.455506980419158936e-01 8.713768720626831055e-01 -5.136446654796600342e-02 -1.046558395028114319e-01 -2.026797086000442505e-01 4.691819101572036743e-02 4.949923455715179443e-01 3.244225978851318359e-01 1.085337162017822266e+00 1.577700018882751465e+00 1.429094791412353516e+00 1.759880900382995605e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
1.014482155442237854e-01 4.831494688987731934e-01 1.029519438743591309e+00 1.530348777770996094e+00 1.918393373489379883e+00 1.696446299552917480e+00 1.757168889045715332e+00 2.104809284210205078e+00 2.511941194534301758e+00 3.652463197708129883e+00 3.247288227081298828e+00 3.514174222946166992e+00 3.052447319030761719e+00 3.384101390838623047e+00 3.279688119888305664e+00 3.013756275177001953e+00 2.628948926925659180e+00 2.300997972488403320e+00 2.050374269485473633e+00 1.486280679702758789e+00 1.213640570640563965e+00 1.201498746871948242e+00 7.006420493125915527e-01 8.795275688171386719e-01 1.508153975009918213e-01 1.087986707687377930e+00 5.357339978218078613e-01 7.054890990257263184e-01 1.001864433288574219e+00 6.132777333259582520e-01 3.988500535488128662e-01 -8.405975997447967529e-03 -3.318071663379669189e-01 -2.137121111154556274e-01 1.832620352506637573e-01 5.415651798248291016e-01 9.133372902870178223e-01 1.096741676330566406e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|1.216046905517578125e+01 1.065429019927978516e+01 1.025125503540039062e+01 1.064963912963867188e+01 1.071182250976562500e+01 1.019989871978759766e+01 9.737428665161132812e+00 9.954743385314941406e+00 1.005564975738525391e+01 1.062981224060058594e+01 1.041124916076660156e+01 1.059768199920654297e+01 1.095535850524902344e+01 1.154991436004638672e+01 1.122711086273193359e+01 1.188945007324218750e+01 1.270194149017333984e+01 1.290356254577636719e+01 1.305328273773193359e+01 1.361027145385742188e+01 1.398085975646972656e+01 1.433165454864501953e+01 1.400188350677490234e+01 1.363575935363769531e+01 1.354207992553710938e+01 1.322927761077880859e+01 1.333989810943603516e+01 1.309820079803466797e+01 1.237165546417236328e+01 1.272527027130126953e+01 1.254451751708984375e+01 1.284936046600341797e+01 1.208640670776367188e+01 1.165552711486816406e+01 1.151599693298339844e+01 1.137434387207031250e+01 1.124007606506347656e+01 1.048815155029296875e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
1.827834606170654297e+00 2.197679281234741211e+00 2.717649936676025391e+00 3.567475318908691406e+00 4.142571926116943359e+00 4.569561004638671875e+00 4.780608177185058594e+00 4.232369899749755859e+00 4.096315860748291016e+00 3.301280021667480469e+00 2.515110731124877930e+00 1.170988798141479492e+00 1.466416716575622559e+00 1.292591452598571777e+00 1.767016768455505371e+00 2.541849613189697266e+00 3.545585393905639648e+00 3.692240715026855469e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|1.988969922065734863e+00 2.532922267913818359e+00 3.129058599472045898e+00 3.639450550079345703e+00 3.391143321990966797e+00 2.857856273651123047e+00 2.175044298171997070e+00 2.075470209121704102e+00 1.397218704223632812e+00 1.567310452461242676e+00 1.799407839775085449e+00 3.048668622970581055e+00 3.604947090148925781e+00 2.611147165298461914e+00 3.068030595779418945e+00 3.603669643402099609e+00 2.889232397079467773e+00 2.347343444824218750e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
6.021620273590087891e+00 6.644736289978027344e+00 7.179139614105224609e+00 6.577153205871582031e+00 6.017463684082031250e+00 5.622279644012451172e+00 5.285520076751708984e+00 5.344611167907714844e+00 5.889689922332763672e+00 6.396162509918212891e+00 6.323513507843017578e+00 6.929768562316894531e+00 8.254207611083984375e+00 7.843372344970703125e+00 6.943743228912353516e+00 6.570940494537353516e+00 8.870210647583007812e+00 8.363060951232910156e+00 8.415217399597167969e+00 7.562330722808837891e+00 7.345952033996582031e+00 7.628446578979492188e+00 7.738748550415039062e+00 8.161638259887695312e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|5.662624359130859375e+00 5.460728168487548828e+00 8.063220977783203125e+00 8.246376037597656250e+00 8.026293754577636719e+00 7.359282016754150391e+00 6.898229122161865234e+00 6.400036334991455078e+00 6.534876346588134766e+00 6.872786998748779297e+00 7.472791194915771484e+00 7.125544071197509766e+00 6.978879451751708984e+00 6.616768836975097656e+00 6.198011398315429688e+00 6.406844139099121094e+00 6.021313667297363281e+00 5.606023788452148438e+00 5.993019104003906250e+00 5.979041099548339844e+00 6.565289974212646484e+00 7.092006206512451172e+00 7.531232833862304688e+00 7.817907810211181641e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-3.823056444525718689e-02 4.338127672672271729e-01 1.207857728004455566e+00 4.958647787570953369e-01 1.202785849571228027e+00 2.041160106658935547e+00 1.472693562507629395e+00 2.080604553222656250e+00 1.324786543846130371e+00 6.208407878875732422e-01 -3.188911452889442444e-02 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|4.134713649749755859e+00 4.579510688781738281e+00 4.133513927459716797e+00 6.287460803985595703e+00 6.622285366058349609e+00 6.179002761840820312e+00 5.700613975524902344e+00 5.300432205200195312e+00 4.903544902801513672e+00 5.305922031402587891e+00 5.221825122833251953e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-1.328707885742187500e+01 -1.400445556640625000e+01 -1.365582084655761719e+01 -1.295774364471435547e+01 -1.222824096679687500e+01 -1.210737705230712891e+01 -1.129870128631591797e+01 -1.183080387115478516e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|1.270622253417968750e+01 1.318786430358886719e+01 1.402566432952880859e+01 1.374666881561279297e+01 1.429669952392578125e+01 1.273117160797119141e+01 1.327703380584716797e+01 1.349295806884765625e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
8.116602897644042969e+00 7.503277778625488281e+00 6.166421890258789062e+00 6.139764308929443359e+00 6.407232761383056641e+00 6.809967994689941406e+00 7.108553886413574219e+00 7.354945659637451172e+00 7.342612743377685547e+00 7.829442977905273438e+00 8.143651962280273438e+00 8.998299598693847656e+00 9.321517944335937500e+00 8.956435203552246094e+00 8.477744102478027344e+00 8.623574256896972656e+00 8.571346282958984375e+00 8.310453414916992188e+00 7.811566352844238281e+00 7.852643013000488281e+00 7.453026771545410156e+00 7.333833694458007812e+00 7.005726814270019531e+00 6.571144104003906250e+00 6.827075004577636719e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|-2.356662273406982422e+00 -2.549700021743774414e+00 -9.038245081901550293e-01 -2.164953351020812988e-01 1.935249269008636475e-01 2.905844748020172119e-01 -4.169432222843170166e-01 8.967264741659164429e-02 7.297608256340026855e-01 6.776824593544006348e-01 1.798046380281448364e-01 -3.346759974956512451e-01 -6.860168576240539551e-01 -1.056001186370849609e+00 -1.198654413223266602e+00 -1.687781572341918945e+00 -2.923192381858825684e-01 -6.157909631729125977e-01 -8.243514299392700195e-01 -1.408978581428527832e+00 -1.786705970764160156e+00 -1.383856654167175293e+00 -2.241141557693481445e+00 -1.937872886657714844e+00 -1.559267878532409668e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
8.455819129943847656e+00 8.780853271484375000e+00 8.879829406738281250e+00 9.049982070922851562e+00 1.325018882751464844e+01 1.329061889648437500e+01 1.352179622650146484e+01 1.351210594177246094e+01 1.340995979309082031e+01 1.358620452880859375e+01 1.330085754394531250e+01 1.339524745941162109e+01 1.335128593444824219e+01 8.343134880065917969e+00 8.502499580383300781e+00 8.548244476318359375e+00 8.535040855407714844e+00 8.463997840881347656e+00 8.411378860473632812e+00 8.182833671569824219e+00 6.833656787872314453e+00 6.623487949371337891e+00 6.737458705902099609e+00 6.943461418151855469e+00 6.866001605987548828e+00 6.380881786346435547e+00 6.478806972503662109e+00 6.332006931304931641e+00 6.495772838592529297e+00 6.363776206970214844e+00 5.978147506713867188e+00 5.965704917907714844e+00 5.829949378967285156e+00 5.897734165191650391e+00 6.010816097259521484e+00 6.362075328826904297e+00 5.656452178955078125e+00 5.260117530822753906e+00 5.342224121093750000e+00 5.369048118591308594e+00 5.383882045745849609e+00 5.807850837707519531e+00 6.152671813964843750e+00 9.193747520446777344e+00 9.390861511230468750e+00 9.331915855407714844e+00 9.552440643310546875e+00 9.497536659240722656e+00 9.552670478820800781e+00 9.358053207397460938e+00 9.491288185119628906e+00 9.181457519531250000e+00 9.061448097229003906e+00 9.044006347656250000e+00 8.953803062438964844e+00 8.823747634887695312e+00 8.874581336975097656e+00 9.018247604370117188e+00 9.094852447509765625e+00 9.294225692749023438e+00 8.658195495605468750e+00 8.622719764709472656e+00 8.701497077941894531e+00 8.527539253234863281e+00 8.225692749023437500e+00 6.710806846618652344e+00 6.803125858306884766e+00 6.575889587402343750e+00 7.415892601013183594e+00 7.739101409912109375e+00 7.922144412994384766e+00 6.441845893859863281e+00 6.390512466430664062e+00 6.484734058380126953e+00 6.407407283782958984e+00 6.477799892425537109e+00 6.575892925262451172e+00 6.719777584075927734e+00 6.788190841674804688e+00 8.202427864074707031e+00 8.434538841247558594e+00 8.612096786499023438e+00 1.112974739074707031e+01 1.128786945343017578e+01 1.135948181152343750e+01 1.148725414276123047e+01 1.165155792236328125e+01 1.179677963256835938e+01 1.211838817596435547e+01 1.198233604431152344e+01 9.303145408630371094e+00 8.921073913574218750e+00 8.723956108093261719e+00 1.157677555084228516e+01 1.263666057586669922e+01 1.256782817840576172e+01 1.277050399780273438e+01 1.272581768035888672e+01 1.263846778869628906e+01 1.255777072906494141e+01 1.253447818756103516e+01 9.256628990173339844e+00 8.819500923156738281e+00 8.308806419372558594e+00 6.537871360778808594e+00 6.459634780883789062e+00 6.175815105438232422e+00 6.242051601409912109e+00 6.250279903411865234e+00 6.451709270477294922e+00 6.495288372039794922e+00 6.580856323242187500e+00 8.562049865722656250e+00 8.396927833557128906e+00 8.313202857971191406e+00 7.187596797943115234e+00 6.980594158172607422e+00 6.802917957305908203e+00 6.822875022888183594e+00 6.722303867340087891e+00 6.995833396911621094e+00 7.056827545166015625e+00 7.134012699127197266e+00 7.521065235137939453e+00 8.637392044067382812e+00 8.562002182006835938e+00 8.520941734313964844e+00 8.438756942749023438e+00 5.580975532531738281e+00 5.552590370178222656e+00 5.159681320190429688e+00 5.204386234283447266e+00 5.273986816406250000e+00 5.361397743225097656e+00 5.304476261138916016e+00|5.613146305084228516e+00 5.500475883483886719e+00 5.229082584381103516e+00 5.032405853271484375e+00 4.443418979644775391e+00 4.415301799774169922e+00 4.375761985778808594e+00 4.318596839904785156e+00 4.244421482086181641e+00 4.446266174316406250e+00 4.289883613586425781e+00 4.657990455627441406e+00 5.005963325500488281e+00 7.024861335754394531e+00 6.717054843902587891e+00 6.438732624053955078e+00 6.137066364288330078e+00 6.184909343719482422e+00 5.827742576599121094e+00 6.055121898651123047e+00 8.143162727355957031e+00 8.408039093017578125e+00 8.195873260498046875e+00 8.168914794921875000e+00 7.862767696380615234e+00 7.607683658599853516e+00 7.515058994293212891e+00 7.503131389617919922e+00 7.983880519866943359e+00 8.535185813903808594e+00 8.869360923767089844e+00 8.909013748168945312e+00 9.035345077514648438e+00 8.949971199035644531e+00 9.086601257324218750e+00 9.133618354797363281e+00 1.070501232147216797e+01 1.033119201660156250e+01 1.037743949890136719e+01 1.043377113342285156e+01 1.070351600646972656e+01 1.076397037506103516e+01 1.070203208923339844e+01 9.905080795288085938e+00 9.647392272949218750e+00 9.630774497985839844e+00 8.849359512329101562e+00 9.152325630187988281e+00 8.784247398376464844e+00 9.579322814941406250e+00 9.414109230041503906e+00 9.879082679748535156e+00 9.832683563232421875e+00 9.731055259704589844e+00 9.431001663208007812e+00 9.130790710449218750e+00 8.852431297302246094e+00 8.466536521911621094e+00 8.504886627197265625e+00 8.449734687805175781e+00 8.636074066162109375e+00 8.572222709655761719e+00 8.542487144470214844e+00 8.511689186096191406e+00 8.179893493652343750e+00 5.904690265655517578e+00 5.816181182861328125e+00 5.276542186737060547e+00 4.767923355102539062e+00 4.534049987792968750e+00 4.633709430694580078e+00 5.246084690093994141e+00 4.882744312286376953e+00 4.835550785064697266e+00 4.876025676727294922e+00 4.732769966125488281e+00 4.516788959503173828e+00 4.524114131927490234e+00 4.661265850067138672e+00 4.651032447814941406e+00 4.236729145050048828e+00 4.171224117279052734e+00 4.075734138488769531e+00 4.003311157226562500e+00 3.835692405700683594e+00 3.900194644927978516e+00 3.854905366897583008e+00 3.955666780471801758e+00 4.147911548614501953e+00 4.018662452697753906e+00 4.299927234649658203e+00 4.130045890808105469e+00 3.980033874511718750e+00 4.302518367767333984e+00 4.097944736480712891e+00 4.210100173950195312e+00 4.346667289733886719e+00 4.439616203308105469e+00 4.756471633911132812e+00 4.800061702728271484e+00 4.679343700408935547e+00 5.159600257873535156e+00 4.760261535644531250e+00 4.764361858367919922e+00 6.138194561004638672e+00 6.085644721984863281e+00 5.975313663482666016e+00 6.149122714996337891e+00 6.248635768890380859e+00 6.627131938934326172e+00 6.653492927551269531e+00 6.808531284332275391e+00 4.899835109710693359e+00 4.433577537536621094e+00 4.250928401947021484e+00 6.294041633605957031e+00 6.437465190887451172e+00 6.676880836486816406e+00 6.815748214721679688e+00 6.980134010314941406e+00 7.115357398986816406e+00 7.220743656158447266e+00 7.327658653259277344e+00 7.283147335052490234e+00 5.097050189971923828e+00 5.130093574523925781e+00 4.996078968048095703e+00 5.037631511688232422e+00 1.110606670379638672e+01 1.111420726776123047e+01 1.115952777862548828e+01 1.118189811706542969e+01 1.122965145111083984e+01 1.130912017822265625e+01 1.097372055053710938e+01
5.836248874664306641e+00 6.150525093078613281e+00 6.573951244354248047e+00 6.521137237548828125e+00 6.182405948638916016e+00 5.407161712646484375e+00 5.143997669219970703e+00 5.810863018035888672e+00 6.092284679412841797e+00 6.258491516113281250e+00 4.218321800231933594e+00 4.053299903869628906e+00 3.656365394592285156e+00 4.045048236846923828e+00 4.611340522766113281e+00 4.933232784271240234e+00 5.307355403900146484e+00 5.023647308349609375e+00 5.102353096008300781e+00 4.846807003021240234e+00 4.575658321380615234e+00 4.916438102722167969e+00 5.113761425018310547e+00 5.603986263275146484e+00 6.913926601409912109e+00 6.809637546539306641e+00 7.641705513000488281e+00 7.279888153076171875e+00 7.329549789428710938e+00 7.239983081817626953e+00 7.549139499664306641e+00 6.647908210754394531e+00 4.666230201721191406e+00 5.268149852752685547e+00 4.868617057800292969e+00 4.728285312652587891e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|5.285723805427551270e-01 3.120750784873962402e-01 9.198320657014846802e-02 -3.932401835918426514e-01 -2.631002664566040039e-01 -4.148207306861877441e-01 4.285639524459838867e-01 -1.190998673439025879e+00 -1.648409008979797363e+00 -1.161397218704223633e+00 -3.442824184894561768e-01 -2.171118259429931641e+00 -2.276008367538452148e+00 -2.833038330078125000e+00 -3.109029293060302734e+00 -3.394516468048095703e+00 -3.175827980041503906e+00 -3.095416307449340820e+00 -2.743967771530151367e+00 -2.065858364105224609e+00 -1.470312595367431641e+00 -1.437445998191833496e+00 -1.088065385818481445e+00 -1.593199610710144043e+00 -2.025476932525634766e+00 -1.864463329315185547e+00 -7.840206027030944824e-01 -5.854054689407348633e-01 -9.591329693794250488e-01 -1.681692361831665039e+00 -1.940156817436218262e+00 -1.524504542350769043e+00 8.830247074365615845e-02 -1.259376704692840576e-01 -2.716910243034362793e-01 -7.258477210998535156e-01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
8.358966827392578125e+00 8.074031829833984375e+00 8.847646713256835938e+00 8.931188583374023438e+00 8.533570289611816406e+00 8.115007400512695312e+00 7.134942531585693359e+00 7.641520977020263672e+00 7.503683090209960938e+00 7.330954551696777344e+00 7.384479045867919922e+00 7.432168006896972656e+00 6.411420822143554688e+00 6.976030826568603516e+00 6.941589832305908203e+00 7.947074413299560547e+00 7.553894519805908203e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|7.208578109741210938e+00 6.668014049530029297e+00 6.120621681213378906e+00 5.471714019775390625e+00 4.999468803405761719e+00 5.484937667846679688e+00 5.117024898529052734e+00 4.789305210113525391e+00 5.503215789794921875e+00 6.026253223419189453e+00 6.708079338073730469e+00 7.276130676269531250e+00 7.412323951721191406e+00 7.568384647369384766e+00 7.991085529327392578e+00 7.711811542510986328e+00 8.215761184692382812e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
1.377097415924072266e+01 1.443942165374755859e+01 1.448469448089599609e+01 1.410422897338867188e+01 1.487765121459960938e+01 1.550300979614257812e+01 1.627086067199707031e+01 1.667033386230468750e+01 1.682451438903808594e+01 1.599231910705566406e+01 1.578671836853027344e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|-5.549443244934082031e+00 -5.869469165802001953e+00 -5.103086471557617188e+00 -6.410988807678222656e+00 -6.736222267150878906e+00 -6.448863506317138672e+00 -6.289412498474121094e+00 -5.619458198547363281e+00 -4.904501438140869141e+00 -4.799958229064941406e+00 -5.427109718322753906e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
